,Dt_Customer_tmp,age,Year_Birth,Dt_Customer,Year_Birth,holiday
1860,1-,55,1966,07-11-2012,1966,0
1861,2-,46,1975,15-12-2013,1975,0
1862,8-,42,1979,07-08-2013,1979,0
1863,0-,50,1971,14-10-2013,1971,0
1864,1-,39,1982,09-11-2012,1982,0
1865,0-,48,1973,07-10-2012,1973,0
1866,9-,53,1968,06-09-2013,1968,0
1867,5-,37,1984,11-05-2014,1984,0
1868,0-,50,1971,01-10-2012,1971,0
1869,3-,44,1977,10-03-2014,1977,0
1870,3-,54,1967,01-03-2014,1967,0
1871,6-,57,1964,12-06-2013,1964,0
1872,4-,49,1972,16-04-2014,1972,0
1873,1-,73,1948,02-01-2013,1948,0
1874,4-,69,1952,19-04-2014,1952,0
1875,2-,34,1987,07-02-2014,1987,0
1876,8-,62,1959,16-08-2012,1959,0
1877,1-,63,1958,21-01-2014,1958,0
1878,2-,70,1951,19-02-2013,1951,0
1879,7-,46,1975,15-07-2013,1975,0
1880,0-,37,1984,15-10-2012,1984,0
1881,4-,52,1969,30-04-2014,1969,0
1882,4-,53,1968,18-04-2014,1968,0
1883,5-,52,1969,19-05-2013,1969,0
1884,5-,36,1985,19-05-2014,1985,0
1885,1-,37,1984,03-11-2012,1984,0
1886,1-,64,1957,19-01-2014,1957,0
1887,1-,50,1971,07-11-2013,1971,0
1888,9-,46,1975,09-09-2013,1975,0
1889,2-,39,1982,26-02-2013,1982,0
1890,8-,33,1988,31-08-2012,1988,0
1891,5-,32,1989,02-05-2014,1989,0
1892,1-,36,1985,27-01-2013,1985,0
1893,6-,53,1968,03-06-2014,1968,0
1894,5-,47,1974,26-05-2014,1974,0
1895,0-,72,1949,20-10-2013,1949,0
1896,9-,43,1978,09-09-2012,1978,0
1897,3-,67,1954,31-03-2014,1954,0
1898,5-,76,1945,28-05-2014,1945,0
1899,6-,71,1950,13-06-2013,1950,0
1900,2-,57,1964,23-02-2013,1964,0
1901,4-,38,1983,13-04-2014,1983,0
1902,3-,34,1987,18-03-2014,1987,0
1903,0-,50,1971,24-10-2013,1971,0
1904,1-,53,1968,25-01-2014,1968,0
1905,5-,67,1954,11-05-2013,1954,0
1906,9-,50,1971,06-09-2013,1971,0
1907,2-,35,1986,05-02-2014,1986,0
1908,3-,62,1959,19-03-2013,1959,0
1909,9-,41,1980,26-09-2013,1980,0
1910,4-,61,1960,20-04-2014,1960,0
1911,1-,51,1970,10-11-2012,1970,0
1912,0-,50,1971,14-10-2012,1971,0
1913,8-,54,1967,22-08-2012,1967,0
1914,1-,58,1963,25-01-2013,1963,0
1915,8-,53,1968,24-08-2012,1968,0
1916,2-,31,1990,16-02-2013,1990,0
1917,5-,40,1981,31-05-2013,1981,0
1918,2-,45,1976,20-02-2013,1976,0
1919,2-,56,1965,26-12-2012,1965,0
1920,6-,44,1977,22-06-2014,1977,0
1921,1-,49,1972,19-01-2014,1972,0
1922,0-,65,1956,20-10-2012,1956,0
1923,0-,78,1943,01-10-2013,1943,0
1924,1-,62,1959,08-01-2013,1959,0
1925,9-,44,1977,05-09-2013,1977,0
1926,1-,52,1969,23-11-2012,1969,0
1927,6-,51,1970,23-06-2013,1970,0
1928,1-,64,1957,13-11-2012,1957,0
1929,6-,56,1965,17-06-2013,1965,0
1930,1-,47,1974,20-11-2013,1974,0
1931,9-,74,1947,28-09-2013,1947,0
1932,1-,39,1982,07-01-2014,1982,0
1933,4-,53,1968,01-04-2014,1968,0
1934,4-,70,1951,08-04-2013,1951,0
1935,9-,46,1975,06-09-2012,1975,0
1936,3-,65,1956,10-03-2013,1956,0
1937,1-,72,1949,19-11-2012,1949,0
1938,3-,62,1959,23-03-2014,1959,0
1939,8-,48,1973,31-08-2013,1973,0
1940,2-,37,1984,06-02-2014,1984,0
1941,1-,71,1950,14-01-2013,1950,0
1942,8-,44,1977,07-08-2012,1977,0
1943,4-,37,1984,25-04-2014,1984,0
1944,9-,45,1976,14-09-2012,1976,0
1945,2-,70,1951,06-02-2013,1951,0
1946,1-,39,1982,02-11-2012,1982,0
1947,6-,47,1974,20-06-2014,1974,0
1948,3-,53,1968,31-03-2013,1968,0
1949,2-,67,1954,12-02-2013,1954,0
1950,7-,81,1940,08-07-2013,1940,0
1951,9-,45,1976,18-09-2013,1976,0
1952,5-,70,1951,12-05-2014,1951,0
1953,8-,45,1976,13-08-2012,1976,0
1954,1-,57,1964,23-11-2013,1964,0
1955,5-,71,1950,03-05-2014,1950,0
1956,1-,45,1976,17-01-2014,1976,0
1957,0-,65,1956,22-10-2012,1956,0
1958,4-,31,1990,23-04-2013,1990,0
1959,5-,71,1950,07-05-2014,1950,0
1960,7-,56,1965,03-07-2013,1965,0
1961,7-,59,1962,09-07-2013,1962,0
1962,6-,43,1978,17-06-2014,1978,0
1963,5-,69,1952,06-05-2013,1952,0
1964,1-,55,1966,05-01-2014,1966,0
1965,8-,74,1947,24-08-2013,1947,0
1966,0-,49,1972,22-10-2013,1972,0
1967,2-,58,1963,28-02-2014,1963,0
1968,2-,72,1949,27-02-2013,1949,0
1969,1-,43,1978,23-01-2014,1978,0
1970,2-,55,1966,14-02-2013,1966,0
1971,3-,38,1983,25-03-2014,1983,0
1972,1-,50,1971,01-01-2013,1971,0
1973,4-,46,1975,07-04-2013,1975,0
1974,1-,50,1971,07-11-2013,1971,0
1975,0-,52,1969,05-10-2013,1969,0
1976,8-,58,1963,02-08-2012,1963,0
1977,9-,53,1968,20-09-2013,1968,0
1978,4-,42,1979,10-04-2014,1979,0
1979,2-,37,1984,05-12-2012,1984,0
1980,2-,37,1984,27-02-2013,1984,0
1981,9-,47,1974,18-09-2012,1974,0
1982,2-,70,1951,12-02-2014,1951,0
1983,6-,59,1962,10-06-2013,1962,0
1984,2-,46,1975,12-02-2013,1975,0
1985,2-,64,1957,24-12-2012,1957,0
1986,2-,43,1978,06-02-2013,1978,0
1987,6-,30,1991,22-06-2013,1991,0
1988,0-,35,1986,21-10-2013,1986,0
1989,4-,65,1956,13-04-2014,1956,0
1990,2-,58,1963,16-12-2013,1963,0
1991,3-,50,1971,28-03-2013,1971,0
1992,0-,74,1947,17-10-2013,1947,0
1993,4-,63,1958,03-04-2014,1958,0
1994,4-,61,1960,17-04-2013,1960,0
1995,5-,41,1980,23-05-2014,1980,0
1996,8-,46,1975,29-08-2012,1975,0
1997,2-,46,1975,25-12-2012,1975,0
1998,1-,48,1973,16-01-2013,1973,0
1999,1-,41,1980,02-01-2014,1980,0
2000,3-,51,1970,08-03-2013,1970,0
2001,2-,54,1967,24-12-2013,1967,0
2002,9-,51,1970,06-09-2012,1970,0
2003,6-,55,1966,12-06-2014,1966,0
2004,9-,49,1972,18-09-2013,1972,0
2005,1-,44,1977,07-11-2013,1977,0
2006,1-,51,1970,26-11-2012,1970,0
2007,2-,57,1964,13-02-2013,1964,0
2008,9-,62,1959,17-09-2013,1959,0
2009,3-,55,1966,02-03-2014,1966,0
2010,5-,63,1958,20-05-2013,1958,0
2011,2-,35,1986,14-02-2013,1986,0
2012,8-,44,1977,06-08-2013,1977,0
2013,1-,40,1981,27-01-2013,1981,0
2014,8-,63,1958,07-08-2012,1958,0
2015,3-,46,1975,29-03-2013,1975,0
2016,3-,38,1983,01-03-2013,1983,0
2017,4-,54,1967,15-04-2013,1967,0
2018,3-,70,1951,30-03-2014,1951,0
2019,9-,49,1972,25-09-2012,1972,0
2020,2-,43,1978,12-02-2014,1978,0
2021,4-,39,1982,05-04-2013,1982,0
2022,1-,65,1956,21-01-2014,1956,0
2023,2-,69,1952,05-02-2014,1952,0
2024,2-,56,1965,16-02-2013,1965,0
2025,2-,42,1979,23-02-2014,1979,0
2026,3-,56,1965,12-03-2013,1965,0
2027,0-,68,1953,17-10-2013,1953,0
2028,9-,72,1949,07-09-2012,1949,0
2029,8-,36,1985,01-08-2012,1985,0
2030,3-,74,1947,10-03-2013,1947,0
2031,1-,66,1955,26-11-2013,1955,0
2032,1-,45,1976,12-11-2013,1976,0
2033,4-,46,1975,29-04-2013,1975,0
2034,9-,37,1984,28-09-2013,1984,0
2035,2-,71,1950,05-12-2013,1950,0
2036,0-,44,1977,04-10-2012,1977,0
2037,6-,70,1951,01-06-2013,1951,0
2038,3-,37,1984,28-03-2013,1984,0
2039,2-,39,1982,08-02-2013,1982,0
2040,5-,30,1991,02-05-2013,1991,0
2041,9-,51,1970,25-09-2012,1970,0
2042,1-,40,1981,29-11-2013,1981,0
2043,2-,42,1979,01-12-2013,1979,0
2044,9-,50,1971,11-09-2012,1971,0
2045,1-,51,1970,30-11-2013,1970,0
2046,6-,62,1959,09-06-2014,1959,0
2047,9-,48,1973,11-09-2013,1973,0
2048,8-,51,1970,17-08-2012,1970,0
2049,2-,74,1947,27-12-2013,1947,0
2050,3-,70,1951,09-03-2013,1951,0
2051,9-,46,1975,22-09-2013,1975,0
2052,6-,62,1959,22-06-2014,1959,0
2053,6-,66,1955,02-06-2014,1955,0
2054,6-,68,1953,26-06-2014,1953,0
2055,3-,56,1965,19-03-2013,1965,0
2056,0-,48,1973,06-10-2012,1973,0
2057,7-,45,1976,21-07-2013,1976,0
2058,1-,71,1950,05-01-2013,1950,0
2059,5-,52,1969,18-05-2013,1969,0
2060,2-,52,1969,27-12-2013,1969,0
2061,5-,40,1981,31-05-2013,1981,0
2062,0-,39,1982,25-10-2013,1982,0
2063,1-,43,1978,12-01-2013,1978,0
2064,8-,47,1974,12-08-2012,1974,0
2065,1-,70,1951,06-01-2013,1951,0
2066,9-,73,1948,06-09-2013,1948,0
2067,0-,69,1952,29-10-2012,1952,0
2068,4-,37,1984,05-04-2014,1984,0
2069,0-,42,1979,19-10-2013,1979,0
2070,8-,72,1949,05-08-2013,1949,0
2071,2-,65,1956,25-12-2013,1956,0
2072,9-,52,1969,15-09-2013,1969,0
2073,1-,34,1987,10-01-2013,1987,0
2074,7-,38,1983,07-07-2013,1983,0
2075,2-,51,1970,07-02-2014,1970,0
2076,7-,44,1977,05-07-2013,1977,0
2077,3-,61,1960,27-03-2014,1960,0
2078,3-,50,1971,03-03-2013,1971,0
2079,6-,67,1954,23-06-2013,1954,0
2080,8-,48,1973,26-08-2012,1973,0
2081,0-,66,1955,18-10-2013,1955,0
2082,1-,61,1960,07-11-2012,1960,0
2083,1-,33,1988,13-01-2013,1988,0
2084,0-,78,1943,30-10-2013,1943,0
2085,2-,52,1969,16-02-2013,1969,0
2086,2-,29,1992,15-12-2012,1992,0
2087,3-,62,1959,31-03-2014,1959,0
2088,0-,41,1980,04-10-2013,1980,0
2089,1-,50,1971,06-11-2013,1971,0
2090,8-,47,1974,31-08-2013,1974,0
2091,0-,52,1969,21-10-2013,1969,0
2092,5-,45,1976,02-05-2014,1976,0
2093,2-,28,1993,19-12-2012,1993,0
2094,9-,72,1949,07-09-2012,1949,0
2095,5-,71,1950,21-05-2013,1950,0
2096,9-,46,1975,30-09-2013,1975,0
2097,5-,65,1956,28-05-2013,1956,0
2098,9-,45,1976,29-09-2012,1976,0
2099,1-,46,1975,29-11-2012,1975,0
2100,3-,45,1976,20-03-2014,1976,0
2101,5-,72,1949,22-05-2014,1949,0
2102,9-,37,1984,17-09-2012,1984,0
2103,2-,47,1974,19-02-2014,1974,0
2104,2-,49,1972,28-02-2013,1972,0
2105,0-,35,1986,29-10-2012,1986,0
2106,6-,59,1962,10-06-2013,1962,0
2107,2-,51,1970,15-12-2012,1970,0
2108,6-,72,1949,08-06-2013,1949,0
2109,9-,60,1961,17-09-2012,1961,0
2110,6-,66,1955,02-06-2013,1955,0
2111,2-,40,1981,21-12-2012,1981,0
2112,5-,68,1953,16-05-2014,1953,0
2113,1-,47,1974,01-11-2013,1974,0
2114,7-,67,1954,24-07-2013,1954,0
2115,2-,52,1969,04-12-2013,1969,0
2116,8-,40,1981,26-08-2013,1981,0
2117,1-,69,1952,21-01-2014,1952,0
2118,4-,59,1962,10-04-2013,1962,0
2119,0-,50,1971,18-10-2012,1971,0
2120,9-,45,1976,12-09-2012,1976,0
2121,8-,45,1976,10-08-2013,1976,0
2122,8-,41,1980,30-08-2012,1980,0
2123,8-,65,1956,03-08-2012,1956,0
2124,6-,64,1957,20-06-2014,1957,0
2125,0-,49,1972,04-10-2013,1972,0
2126,8-,55,1966,02-08-2013,1966,0
2127,3-,35,1986,30-03-2013,1986,0
2128,9-,56,1965,03-09-2012,1965,0
2129,1-,47,1974,03-11-2013,1974,0
2130,4-,45,1976,22-04-2013,1976,0
2131,3-,45,1976,11-03-2013,1976,0
2132,8-,72,1949,29-08-2013,1949,0
2133,8-,41,1980,14-08-2012,1980,0
2134,1-,64,1957,10-01-2014,1957,0
2135,4-,56,1965,06-04-2014,1965,0
2136,0-,52,1969,02-10-2013,1969,0
2137,5-,51,1970,11-05-2014,1970,0
2138,3-,67,1954,01-03-2014,1954,0
2139,8-,55,1966,06-08-2012,1966,0
2140,1-,47,1974,30-01-2014,1974,0
2141,1-,50,1971,23-01-2014,1971,0
2142,2-,53,1968,01-02-2013,1968,0
2143,2-,64,1957,28-02-2014,1957,0
2144,1-,48,1973,17-01-2014,1973,0
2145,1-,64,1957,23-11-2013,1957,0
2146,3-,50,1971,25-03-2014,1971,0
2147,3-,61,1960,24-03-2014,1960,0
2148,7-,48,1973,06-07-2013,1973,0
2149,0-,59,1962,12-10-2013,1962,0
2150,2-,63,1958,15-12-2013,1958,0
2151,9-,49,1972,17-09-2012,1972,0
2152,1-,45,1976,28-01-2014,1976,0
2153,0-,52,1969,02-10-2013,1969,0
2154,6-,45,1976,27-06-2013,1976,0
2155,5-,38,1983,12-05-2014,1983,0
2156,4-,57,1964,29-04-2014,1964,0
2157,1-,46,1975,22-01-2014,1975,0
2158,3-,66,1955,12-03-2014,1955,0
2159,1-,56,1965,25-01-2014,1965,0
2160,0-,57,1964,11-10-2012,1964,0
2161,3-,41,1980,04-03-2014,1980,0
2162,8-,64,1957,01-08-2013,1957,0
2163,6-,72,1949,03-06-2013,1949,0
2164,0-,29,1992,28-10-2013,1992,0
2165,6-,47,1974,24-06-2013,1974,0
2166,2-,67,1954,14-02-2013,1954,0
2167,3-,31,1990,27-03-2013,1990,0
2168,2-,37,1984,23-12-2013,1984,0
2169,1-,40,1981,23-11-2013,1981,0
2170,3-,56,1965,05-03-2014,1965,0
2171,6-,51,1970,28-06-2013,1970,0
2172,1-,46,1975,17-01-2014,1975,0
2173,7-,70,1951,29-07-2013,1951,0
2174,3-,66,1955,10-03-2014,1955,0
2175,1-,46,1975,11-01-2013,1975,0
2176,2-,54,1967,22-12-2012,1967,0
2177,0-,48,1973,18-10-2012,1973,0
2178,1-,50,1971,07-01-2013,1971,0
2179,0-,66,1955,24-10-2013,1955,0
2180,1-,47,1974,04-11-2013,1974,0
2181,3-,49,1972,07-03-2013,1972,0
2182,4-,57,1964,23-04-2014,1964,0
2183,5-,43,1978,20-05-2013,1978,0
2184,3-,64,1957,18-03-2014,1957,0
2185,1-,61,1960,10-01-2013,1960,0
2186,2-,49,1972,06-02-2014,1972,0
2187,5-,65,1956,11-05-2014,1956,0
2188,1-,64,1957,10-01-2014,1957,0
2189,3-,49,1972,16-03-2014,1972,0
2190,2-,38,1983,25-02-2013,1983,0
2191,2-,50,1971,21-02-2013,1971,0
2192,8-,74,1947,02-08-2012,1947,0
2193,1-,64,1957,06-11-2012,1957,0
2194,8-,64,1957,01-08-2012,1957,0
2195,3-,69,1952,22-03-2013,1952,0
2196,4-,47,1974,21-04-2014,1974,0
2197,8-,48,1973,21-08-2013,1973,0
2198,6-,67,1954,18-06-2013,1954,0
2199,6-,46,1975,26-06-2014,1975,0
2200,8-,31,1990,05-08-2013,1990,0
2201,1-,52,1969,23-11-2012,1969,0
2202,0-,48,1973,18-10-2012,1973,0
2203,1-,43,1978,02-01-2013,1978,0
2204,2-,31,1990,16-02-2013,1990,0
2205,0-,53,1968,15-10-2012,1968,0
2206,8-,41,1980,11-08-2012,1980,0
2207,3-,67,1954,23-03-2014,1954,0
2208,2-,58,1963,07-12-2012,1963,0
2209,7-,58,1963,15-07-2013,1963,0
2210,2-,66,1955,13-02-2013,1955,0
2211,2-,40,1981,05-02-2014,1981,0
2212,5-,71,1950,01-05-2014,1950,0
2213,0-,26,1995,12-10-2012,1995,0
2214,7-,45,1976,30-07-2013,1976,0
2215,2-,67,1954,20-12-2012,1954,0
2216,3-,38,1983,21-03-2013,1983,0
2217,4-,73,1948,05-04-2014,1948,0
2218,6-,43,1978,19-06-2013,1978,0
2219,0-,36,1985,14-10-2012,1985,0
2220,1-,42,1979,26-11-2013,1979,0
2221,7-,39,1982,04-07-2013,1982,0
2222,5-,42,1979,07-05-2013,1979,0
2223,6-,58,1963,25-06-2014,1963,0
2224,1-,51,1970,09-01-2014,1970,0
2225,9-,53,1968,26-09-2012,1968,0
2226,3-,42,1979,24-03-2013,1979,0
2227,3-,59,1962,03-03-2013,1962,0
2228,8-,43,1978,12-08-2012,1978,0
2229,5-,49,1972,18-05-2014,1972,0
2230,3-,37,1984,16-03-2013,1984,0
2231,8-,51,1970,21-08-2012,1970,0
2232,8-,35,1986,17-08-2012,1986,0
2233,6-,44,1977,02-06-2013,1977,0
2234,7-,47,1974,01-07-2013,1974,0
2235,6-,54,1967,13-06-2013,1967,0
2236,6-,75,1946,10-06-2014,1946,0
2237,1-,40,1981,25-01-2014,1981,0
2238,1-,65,1956,24-01-2014,1956,0
2239,0-,67,1954,15-10-2012,1954,0
